01-01-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
07-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
07-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
07-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
07-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
07-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
08-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
08-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
08-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
08-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
08-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
08-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
08-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
08-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
08-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
08-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
08-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
08-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
08-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
08-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
08-06-2012,B. NHPC,,,,,,,,,
08-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
08-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
08-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
08-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
08-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
08-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
08-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
08-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
08-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
08-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
08-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
08-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
08-06-2012,E. BBMB,,,,,,,,,
08-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
08-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
08-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
08-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
08-06-2012,F. NPC,,,,,,,,,
08-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
08-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
08-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
08-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
08-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
08-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
08-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
09-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
09-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
09-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
09-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
09-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
09-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
09-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
09-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
09-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
09-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
09-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
09-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
09-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
09-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
09-06-2012,B. NHPC,,,,,,,,,
09-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
09-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
09-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
09-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
09-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
09-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
09-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
09-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
09-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
09-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
09-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
09-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
09-06-2012,E. BBMB,,,,,,,,,
09-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
09-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
09-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
09-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
09-06-2012,F. NPC,,,,,,,,,
09-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
09-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
09-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
09-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
09-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
09-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
09-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
10-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
10-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
10-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
10-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
10-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
10-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
10-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
10-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
10-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
10-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
10-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
10-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
10-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
10-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
10-06-2012,B. NHPC,,,,,,,,,
10-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
10-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
10-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
10-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
10-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
10-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
10-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
10-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
10-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
10-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
10-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
10-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
10-06-2012,E. BBMB,,,,,,,,,
10-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
10-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
10-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
10-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
10-06-2012,F. NPC,,,,,,,,,
10-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
10-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
10-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
10-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
10-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
10-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
10-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
11-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
11-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
11-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
11-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
11-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
11-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
11-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
11-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
11-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
11-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
11-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
11-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
11-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
11-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
11-06-2012,B. NHPC,,,,,,,,,
11-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
11-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
11-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
11-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
11-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
11-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
11-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
11-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
11-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
11-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
11-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
11-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
11-06-2012,E. BBMB,,,,,,,,,
11-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
11-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
11-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
11-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
11-06-2012,F. NPC,,,,,,,,,
11-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
11-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
11-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
11-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
11-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
11-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
11-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
12-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
12-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
12-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
12-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
12-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
12-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
12-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
12-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
12-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
12-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
12-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
12-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
12-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
12-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
12-06-2012,B. NHPC,,,,,,,,,
12-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
12-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
12-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
12-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
12-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
12-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
12-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
12-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
12-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
12-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
12-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
12-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
12-06-2012,E. BBMB,,,,,,,,,
12-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
12-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
12-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
12-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
12-06-2012,F. NPC,,,,,,,,,
12-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
12-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
12-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
12-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
12-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
12-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
12-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
13-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
13-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
13-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
13-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
13-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
13-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
13-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
13-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
13-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
13-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
13-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
13-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
13-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
13-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
13-06-2012,B. NHPC,,,,,,,,,
13-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
13-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
13-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
13-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
13-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
13-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
13-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
13-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
13-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
13-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
13-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
13-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
13-06-2012,E. BBMB,,,,,,,,,
13-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
13-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
13-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
13-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
13-06-2012,F. NPC,,,,,,,,,
13-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
13-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
13-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
13-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
13-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
13-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
13-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
14-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
14-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
14-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
14-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
14-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
14-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
14-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
14-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
14-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
14-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
14-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
14-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
14-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
14-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
14-06-2012,B. NHPC,,,,,,,,,
14-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
14-06-2012,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
14-06-2012,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
14-06-2012,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
14-06-2012,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
14-06-2012,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
14-06-2012,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
14-06-2012,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
14-06-2012,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
14-06-2012,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
14-06-2012,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
14-06-2012,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
14-06-2012,E. BBMB,,,,,,,,,
14-06-2012,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
14-06-2012,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
14-06-2012,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
14-06-2012,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
14-06-2012,F. NPC,,,,,,,,,
14-06-2012,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
14-06-2012,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
14-06-2012,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
14-06-2012,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
14-06-2012,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
14-06-2012,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
14-06-2012,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
15-06-2012,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
15-06-2012,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
15-06-2012,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
15-06-2012,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
15-06-2012,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
15-06-2012,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
15-06-2012,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
15-06-2012,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
15-06-2012,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
15-06-2012,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
15-06-2012,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
15-06-2012,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
15-06-2012,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
15-06-2012,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
15-06-2012,B. NHPC,,,,,,,,,
15-06-2012,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
